tweet,stance
Los pediatras recomiendan vacunar contra la varicela a los 15 meses; al Gobierno se la pela y la pospone a los 12 años #PorUnPuñadoDeDolares,FAVOR
ps ale despues dr la vacuna a clase otra vez,FAVOR
La vacuna cubano-argentina contra el cáncer de pulmón estará disponible en julio http://t.co/vIhmGydQ2Z via @ActualidadRT,NONE
"Nuevo calendario vacunas infantil C. Valenciana, diferencias respecto al anterior: 1) vacuna triple vírica a los 12meses y 3-4 años (1 de 3)",NONE
"Done la vacuna puesta, me tengo que esperar 20 minutos... yo me piro, me espero los 20 minutos en mi casa",FAVOR
"Tío,  aún no me he pichado de la tercera dosis de la vacuna, y era para Diciembre del año pasao xd",FAVOR
"Por el hecho de respirar yo, no pongo a nadie en riesgo. Ni antes ni ahora. Mi Libertad no me quita derechos fundamentales. Demuestra que por esto puedo matar. O por irme a otra provincia. Si vacunar no te elimina de contagiar. Demuestra este hecho tan absurdo va!",AGAINST
Tragedia absoluta: Son ya 930 las personas fallecidas en residencias de ancianos de España tras vacunarse y 2.747 las contagiada.https://t.co/LyuGTxtGM8,AGAINST
@javierpadillab @mianrey @SergioParra97 Javier: ¿cual es tu opinión sobre la promoción algo exagerada de las vacunas? El Ministerio no está informando adecuadamente sobre la eficacia. https://t.co/6O5YGOexmo  La vacuna no ha demostrado reducir casos graves y mortalidad.  https://t.co/W6v07H4yRu @AbelNovoa,AGAINST
A mai... me voy pal ambulatorio pa ponerme la vacuna...,FAVOR
VACÚNATE CONTRA LA GRIPE Como Parte del Personal Sanitario #enfermería y más Nosotros #comerciales que vamos por muchos Hospitales 🏥 este año más que nunca Y... Cuando llegue la Deseada vacuna del #COVIDー19 también lo haré 100% https://t.co/MkLTCagy21,FAVOR
"@PEDROGRILLOROJA @MartaR82389856 @Minsa_Peru La vacunación es clave. Funciona mejor y es más ""implementable"" cuando no estamos en pico. Además tengo mis dudas sobre las cantidades q Perú va a acceder (de una vacuna con óptima eficacia y seguridad). No olviden que solo previene severidad la transmisión la cortamos nosotros.",FAVOR
"@yaizacasin @rociocabreera jajajajajaja tontaaa, la vacuno no sirve pa' na' jajaja LL",AGAINST
"Yo sí me vacuno, y si sale mal la cosa le ahorro trabajo a los fachas y ya no me tiene que fusilar ",FAVOR
@Lidygodel_ por eso tia... en un mes van a inventar una vacuna?? A mi nadie me quita que estas enfermedades están en manos de otros.,AGAINST
Simplemente #vacunate #vacunateya #vacunagripe #vacuna #vacunación #sanidad #sanidadmilitar @sanidadgob gobierno_espana no hace falta #marketing para esto se trata de #sentidocomun… https://t.co/rYYo6TxQWS,FAVOR
Un sistema alerta de bulos antivacunas para reducir su impacto en la salud http://t.co/UqCySbUCWK,NONE
Campaña de vacunación antigripal de Cantabria ⬇️ #YoSíMeVacuno https://t.co/JzlOdQBTf8,NONE
"Buenos dias !! Aquí viendo como vacunan a los mayores y a los que los cuidan .En cuanto me toque , que creo que con todos los problemas que tengo y los años que soporto, para la Primavera ya me habrán vacunado. En cuanto pueda ",FAVOR
💪🏼Ya queda un poquito menos🤞🏼🤞🏼Muchas gracias a l@s compis de Riesgos Laborales #JUNTOSSOMOSMÁSFUERTES🦸🏻‍♀️🦸 https://t.co/ydtekB5n4G,FAVOR
Pueesta la vacuna jajaja,FAVOR
Vacunación sistemática y  rescate ⬇️...  #MásAlláDelVial #AEVOviedo https://t.co/Lpg6iKAxsT,NONE
Ahora vacuna y pa casa,FAVOR
"@DONCAMELTOEX La vacuna de la gripe tiene un 60 % de eficacia, pero como los idiotas no se han enteradi, no dicen idioteces al respecto. 95% de eficacia es mucho más que la de muchos medicamentos y tratamientos que aceptamos sin cuestiinar. La medicina nunca ha pretendido ser 100% eficaz.",FAVOR
"@tumpitula el sarampión les toca a los 12, la han adelantado porque cada vez hay mas casos.",NONE
A las insaciables Pfizer y BioNTech no les basta con dos dosis de la vacuna y ya estudian meter una tercera. https://t.co/NzmtoW8ujI,AGAINST
"Las famosas vacunas de la gripe A, compradas x nuestro gobierno, dinero tirado a la basura, quien se vacuno??? 4 gatos",AGAINST
"@NandoIB me pillo mi enfermera por banda y me dijo oyeee que te toca ponerte de nuevo la vacuna del tetanoos! Si, esa que duele tanto...",NONE
"Pues nada que como no tenia suficiente con una vacuna, dos! Más 4 pastillas al dia, di que si.",FAVOR
#MIRONEWS A mi de lo de las infantas lo único que me parece mal es que se dejen engañar por esas inyecciones de moda. Cada cual que viaje donde pueda y quiera y se inocule lo que le dé la gana. Pesaditos los siniestros. Un aullido,AGAINST
Inicia en México el registro para vacunación de adultos mayores contra COVID-19: Es decir el gobierno de @lopezobrador_ y compañía @HLGatell @Tu_IMSS @m_ebrard @Mx_Diputados @senadomexicano cc @rubengluengas afilan los cuchillos para el genocidio.,AGAINST
"Después de ponerse uno la vacuna del ""tétano"" a desayunar al @BarElRinconGuad para cojer fuerzas. http://t.co/2lXH3OUYOq",FAVOR
"Han puesto en #coronavirusarv el rótulo""Vacuna: Lucha por quién la tiene más grande(la eficacia)""...Que soy fan de los dobles sentidos y de los rótulos divertidos pero que si tienes que usar paréntesis para aclararlo no es un doble sentido es una sobrada",NONE
La Hermandad de los que tenemos una cicatriz circular en el hombro (por una vacuna) nos alzaremos un día. ¡Temed ese día!,FAVOR
"Vacuna Gardasil 100% Eficaz contra El Virus De Papiloma Humano (6.11.16.18), Gardasil (MERCK) Vacuna contr ·-·▶ http://t.co/Us6hzbGsqb #Ads""",NONE
Los peligros de no vacunar o porque no erradicamos el sarampión @verodiarioavis #pseudociencia_no http://t.co/rzDSBDmc,FAVOR
"#FeijooDictador #NosMienten Pretenden que nos inoculemos una vacuna experimental, en fase III, sin garantías y ellos y sus familias no van a vacunarse. Por eso quieren imponer la vacunación obligatoria, así no lo necesitan ellos.Pero no vamos a arriesgar nuestras vidas!!!MIENTE https://t.co/JZImOL3q1d",AGAINST
"Uf como estoy con la alergia, se nota que no me estoy tomando la vacuna..",AGAINST
A lo mejor es por la vacuna que estoy mareada otra vez,FAVOR
"@JoseF1Monserrat @el_pais Las vacunas de la gripe han demostrado eficacia media del 65% y las usamos y se recomiendan encarecidamente desde Salud Pública. ¿Por qué esperamos ahora de una vacuna, desarrollada a toda velocidad, una eficacia de más del 90%?El 65% lleva a la inmunidad de grupo. Suficiente.",FAVOR
Da gusto ver a tantos compañeros vacunándose 😍 en cuanto me toque 🙃,FAVOR
Pues a mí hasta que no me pongan la vacuna no me voy,FAVOR
Yo me vacuno #stopcovid19  https://t.co/Z2HQkqixL3,FAVOR
"@WikiGeorge @myESMO Con la inmunoterapia la eficacia no creo que se vea disminuida, más bien si eso, al contrario. El riesgo sería aumento de toxicidad inmunomediada. Eso nos pasó al principio con la vacuna de la gripe pero ya está superada esa teoría. Es seguro vacunar de la gripe y recomendable.",FAVOR
Volverá la gripe y demás problemas cuando te entre fiebre y tos después de vacunarte...o bien vas a decir que la vacuna no vale que necesitas siete pinchazos más?Si eres funcionario te vas a quedar 20 días en casa con cobi. Ya lo sabemos. Si eres autónomo volverá tu gripe!,AGAINST
Semana Mundial de la Inmunización. Enfermedades prevenibles por vacunas.  https://t.co/5ySqOcQwoL,FAVOR
"@uxia1994 no, y menos mal jajaja es revisón para ver que tal voy con la vacuna",FAVOR
🚨#ÚltimaHora🚨 Pfizer y BioNTech reportan una eficacia de 90 % en su vacuna contra Covid #COVID19 #vacuna #coronavirus https://t.co/34aHBoIVTH,NONE
"Vaya semana mas completita , me sacan una muela hoy ,otra el miercoles y para completar la vacuna el miercoles 😱🔫🔫",FAVOR
@antena3com Investigan una vacuna contra el cáncer d mama q está dando buenos resultadoshttp://t.co/bWGplFtDdi http://t.co/bv2o8fOwJO #OLE,NONE
"Pues ya tengo 3 cajas de pastillas, una vacuna por mes, 1 gel anitbiotico, y. 1 cacao húmedo es decir, que voy a estar medio drogado",FAVOR
🇷🇺💉 Una dosis de la vacuna rusa #SputnikV (consta de dos dosis) costará menos de $10 en el mercado internacional y será dos o más veces más barato que las vacunas basadas en ARNm con similar eficacia. El precio de la #VacunaCOVID19 será válido a partir de febrero de 2021 💪🏻 https://t.co/OR5jVAd3rD,NONE
"""@TablonenBlanco: Un tribunal médico de Francia reconoce los daños por la vacuna del papiloma http://t.co/64m5kjxoVs"" se va a liar parda ...",AGAINST
Vamos a preocuparnos por tener ciertos conocimientos para ayudar y para nosotros. Esto lo van a terminar haciendo con los no vacundos. https://t.co/UUPtCtOZJ5,AGAINST
"""Los pacientes, reticentes a la vacuna de la alergia pese a que cura el 76% de los casos  http://t.co/sG0GQKQLvx"" @cris_garci89",NONE
"El @CSIC acaba de aclarar en su cuenta de Instagram que lo que tienen EEUU y China no es una vacuna sino un candidato a vacuna..""Una vacuna debe reunir dos condiciones: ser eficaz y segura.La eficacia se prueba… https://t.co/7lt9O0V5xU",NONE
Me han puesto una vacuna. 😤😢,FAVOR
Una asociación de policías pide que no se les vacune con AstraZeneca debido a sus efectos secundarios y al gran número de bajas que está provocando https://t.co/Xy699CPja5 a través de @ElDiestro_,NONE
"Los que os pensáis que la vacuna no va a tener algún simptoma, todo bien en casa? Obvio que puede provocar fiebre y un poco de molestias, pero la del covid y todas las que os han puesto durante vuestra vida, que parecéis tontitos🤷🏽‍♀️ ",FAVOR
"""@LaVerdad24ES: Prometedor ensayo de una vacuna contra el cáncer de mama http://t.co/h8BHE3YqeX""",NONE
"Es momento de dar gracias a todas esas personas que han hecho posible que hoy comencemos a vacunar en España.Las mejores cabezas pensantes del mundo han trabajado a máquina forzada para conseguirlo... de verdad, gracias por darnos esperanza. ",FAVOR
"Jajaja. Más del 50% de la población argentina abrió los ojos y no piensa inyectarse ese veneno! Nos tendrán que matar a todos, porque obligarnos no van a poder https://t.co/b6u6hxKVVr",AGAINST
"La vacuna trae efectos secundarios... Los primeros los emocionales, mi máxima admiración hacia la tercera edad que hoy ha dado, para variar, un paso más al frente demostrando más de lo que se imaginan, me conmueven muchísimo, abriendo puertas y creando historia ",FAVOR
"Por ti, por tu #familia y por tus #pacientes . @vicentejcn @paulasalamanc https://t.co/COl4KpPSlb",FAVOR
"La varicela sube un 13,2% al año de retirar la vacuna de las farmacias http://t.co/jvZHxAdpYD vía @el_pais",NONE
Ya nos han puesto la vacuna,FAVOR
A la vacuna -.-,FAVOR
El mundo occidental va a dejar morir 5 millones de africanos por no ser lucrativo crear una vacuna contra el Ebola. SIN COMENTARIOS,FAVOR
Lazos familiares en torno al bloqueo de la vacuna de la varicela en las farmacias http://t.co/TUVDWIuydJ,NONE
@el_pais: ¿Por qué no hay una vacuna contra el ébola?: http://t.co/9FPLQ6DB9h,NONE
🗞️La vacuna de la gripe podría proteger contra complicaciones cardíacas e ictus graveshttps://t.co/B7b5ez1kEX #YoSiMeVacuno #VacunaAntigripal,NONE
"Tengo una compañera q me quiero mucho xo es bst covidiana y me dice: xo a ver, los negacionistas cómo pueden decir q la vacuna provoca malformaciones fetales si no se ha vacunado a wmbarazadas?- yo le comento lo de la sincitina 1 y luego le hago la pregunta inversa",AGAINST
¡Que ilusión a mis compañeros de clase los están vacunando! ¡Qué ganas! 🥳 #enfermería  (cuando me toque) 🤩,FAVOR
MT “@Milhaud: La OMS pretendía erradicar el Sarampión del mundo (excepto el SE asiático) para 2020. Pero los antivacunas se lo complican..”,NONE
"Y es bastante increíble que se haya logrado descubrir una vacuna segura con un 90% de eficacia ante el virus tan rápido. O sea es que deberíamos estar dando las gracias ya no sé a qué. No seáis ridículos, por favor",AGAINST
No se pa que me mandan una vacuna que ya han visto que no funciona. QUE NADA FUNCIONA,AGAINST
"yo creo que la vacuna ademas de traer mierda para el cuerpo, es el financiamiento de laboratorios para algo mas y esto es solo un ensallo y el inicio de una nueva fase del plan que tienen",AGAINST
🔴‼️Cuidado. No es lo mismo efectividad de una vacuna que EFICACIA de una vacuna 💉 https://t.co/6wUm6CQk4F,NONE
Llega a #Liberia el primer lote de la vacuna experimental NIAID/GSK contra el #ébola para iniciar estudio clínico de eficacia (fase III),NONE
"Increíble, lo que se nos viene; Derechos Fundamentales condicionados a la vacuna de la corrupta Pfizer @lopezobrador_ @m_ebrard  @HLGatell",AGAINST
"Que un político que fue médico forense decida que una vacuna es buena o mala y retrase su administración es de locos.Guillermo Fernández Vara justifica el retraso en la vacunación porque ""no estaba seguro"" de su eficacia contra el Covid-19 https://t.co/87JvjCcTfl",FAVOR
"Todos los pediatras lo hacemos""@CAV_AEP: Expertos en pediatría apuestan por la vacunación contra la varicela a partir de los 12 meses.""",FAVOR
Cn la vacuna puesta ya :),FAVOR
Si @CCOOSanidadMad @sanidadgob fueran más rápidos vacunando esto no pasaría 😡. A q esperan para seguir con la vacunación? #vacunacionya  https://t.co/y7Nm1MsIZX,FAVOR
#vacuna #rotavirus no está incluía x falta efectividad #papiloma humano hay más de 2000 casos año y más de 700 muertes @indagando.tv directo,NONE
Pediatría Basada en Pruebas: Vacuna frente meningococo B: documento de consenso http://t.co/DUFeA0MxHw vía @jgdd,NONE
"Os compartimos un post muy interesante de @NatGeoEspana ""La vacuna, la mayor conquista de la medicina"" 👇🏻https://t.co/SDrGDYKFjt#Vacunas #VacunasfFuncionan  https://t.co/HwvX0F9viA",FAVOR
Los peligros de las vacunas experimentales #COVID19.Las farmacéuticas se han podido saltar las pruebas en animales.Por Robert Kennedy Jr en la TV.Subtitulado al español por https://t.co/JR0NCE8us0.https://t.co/QMhwSTyzVi,AGAINST
"Y ahora vacuna, me cago.",FAVOR
"Vacunaron en los asilos y a los sanitarios. En los primeros hay ""contagios"" y muertos, a los segundos nada.Entonces1. O todas las vacunan llevan suero (un placebo) y se mueren los que les tocaba (todos vamos a morir) o2. Son distintas, el placebo solo a los sanitarios",AGAINST
"Tu médic@, tu enfermer@, tu auxiliar... se vacunan! Vacúnate tu!#LasVacunasFuncionan  #gripe https://t.co/E00Gwx5US1",FAVOR
FIRMEN. Sra. Ana Mato: Desbloqueen la venta de la vacuna de la Varicela en las farmacias españolas http://t.co/6C6M7ifCpq vía @change_es,FAVOR
"Alguien en casa ve la porquería de ""periodismo"" de @Milenio y tú @zoerobledo eres un completo idiota al asegurar el otro día creo que con el pedorro de Carlos Marín que la ""vacuna"" contra el #Circovid es ""100"" % segura, por naturaleza pinche imbécil no hay nada 100% seguro",AGAINST
Que oportuno todo! A la vacuna :$,FAVOR
.Primera dosis puesta de la vacuna contra el COVID19. 🦠 @HUCA_Asturias.#HUCA #UCIPolivalenteHUCA #EnfermeraUCI #SanitariosEnPrimeraLinea #vacunapfizier #covid_19 https://t.co/0nnreZlAXb,FAVOR
"@delquintopiso Hay otras candidatas más firmes a vacuna, como la de AstraZeneca #YoSÍMeVacuno",FAVOR
Una noticia y una imagen que ponen el contrapunto de esperanza a este año de pandemia. https://t.co/fM9E00NtIM,FAVOR
Mañana médico y vacuna,FAVOR
A la vacuna de cada mes 😔 (@ Centro Salud Montehermoso) http://t.co/gnnD57Z1w6,FAVOR
ya ahorrare para no ponermela... menudo sinvergüenza... yo no le fui a votar asi que no me pueden decir nada... que 🤮 🤮 🤮 🤮 🤮  menudo tio si se piensa que con la vacuna nos vamos a salvar todos.... 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ https://t.co/xE9zfX4HgN,AGAINST
vacuna puesta i ia se me esta durmiendo el bracete :((,FAVOR
"👉Por nuestros mayores, por nuestros padres, hermanos, sobrinos...por todos 💪💪☺#joemvacuno#VacunaCOVID19 #AlesIllesEnsVacunam @asmen_ibsalut @sefh_ https://t.co/IgLORvNZiQ",FAVOR
Antivirus: instalando actualización...paso 1 de 2.Las vacunas funcionan.Hagamos que funcione. #StopCOVID19  #vaccinationCovid https://t.co/1B6iq7GP0r,FAVOR
Esperando que todo mejore poco a poco  #vaccinationCovid  #vaccine #vaccination #VacunaCOVID19 #Covid_19 #QuedateEnCasa #Filomenamadrid #pandemia #CuidemonosEntreTodos #Pfizer #COVID19 #COVID #coronavirus https://t.co/zUnbznVDFS,FAVOR
"@SiPeroNo1 la han cagado con la cepa, q es distinta a la d la vacuna",NONE
"@peponmor al final será igual que la gripe, una vacuna anual para que las farmacéuticas ganen más y más dinero...",NONE
"#MIRONEWS Un documento que pone “vacunación frente a Covid-19” en lugar del nombre técnico del producto, laboratorio y lote es UNA ESTAFA ¿la gente está firmando eso y dejándose meter ARNm experimental de consecuencias desconocidas? Es impresionante. Un aullido",AGAINST
